		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Wind	Wind	ISS 	Arc.
06/09/26	1:00	28.3	28.5	28.2	95	27.5	0.4	SSW	1.61	1.8	SSW	28.3	36.3	36.3	1005.2	0.00	0.0	0.000	0.417	27.4	52	16.7	27.8	9.42	1.1435	1334	3	100.0	60
06/09/26	2:00	28.1	28.3	28.1	96	27.4	0.4	S	1.61	1.3	S	28.1	35.8	35.8	1004.3	0.00	0.0	0.000	0.407	27.4	52	16.7	27.8	9.42	1.1425	1332	3	100.0	60
06/09/26	3:00	27.9	28.1	27.9	97	27.4	0.0	S	0.00	0.4	S	27.9	35.6	35.6	1003.7	0.00	0.0	0.000	0.400	27.3	50	15.9	27.4	9.13	1.1435	1323	3	100.0	60
06/09/26	4:00	26.9	28.0	26.9	97	26.4	0.4	ESE	1.61	1.8	ESE	26.9	32.5	32.5	1003.3	0.00	0.0	0.000	0.359	27.3	50	16.0	27.6	9.13	1.1427	1327	3	100.0	60
06/09/26	5:00	26.4	26.9	26.3	97	25.9	0.4	ESE	1.61	1.8	ESE	26.4	31.1	31.1	1003.3	0.00	0.0	0.000	0.338	27.5	54	17.4	28.1	9.75	1.1402	1328	3	100.0	60
06/09/26	6:00	26.6	26.7	26.4	98	26.2	0.0	SW	0.00	1.3	WSW	26.6	31.6	31.6	1003.8	0.00	0.0	0.000	0.343	27.4	54	17.3	28.0	9.75	1.1411	1326	3	100.0	60
06/09/26	7:00	26.7	26.7	26.3	98	26.3	0.0	WSW	0.00	1.3	WSW	26.7	31.9	31.9	1004.3	0.00	0.0	0.000	0.347	26.9	61	18.7	27.8	10.95	1.1416	1333	3	100.0	60
06/09/26	8:00	27.4	27.4	26.7	97	26.9	0.0	WSW	0.00	0.9	WSW	27.4	34.0	34.0	1004.6	0.00	0.0	0.000	0.380	26.9	62	19.0	27.9	11.14	1.1415	1334	3	100.0	60
06/09/26	9:00	28.9	28.9	27.4	92	27.5	0.9	SSW	3.22	3.1	WSW	28.9	37.4	37.4	1005.5	0.00	0.0	0.000	0.440	26.8	58	17.8	27.4	10.35	1.1448	1319	3	100.0	60
06/09/26	10:00	29.9	30.0	28.9	85	27.1	3.1	WSW	11.27	5.4	W	29.9	38.9	38.9	1006.1	0.00	0.0	0.000	0.481	26.9	58	18.0	27.6	10.35	1.1447	1317	3	100.0	60
06/09/26	11:00	31.0	31.3	29.8	79	26.9	3.1	W	11.27	5.8	W	31.0	40.6	40.6	1006.1	0.00	0.0	0.000	0.528	27.3	55	17.4	27.8	9.85	1.1441	1331	3	100.0	60
06/09/26	12:00	32.0	32.0	30.9	79	27.9	2.7	WSW	9.66	6.7	WSW	32.0	43.9	43.9	1005.5	0.00	0.0	0.000	0.569	27.4	52	16.7	27.8	9.42	1.1438	1320	3	100.0	60
06/09/26	13:00	32.9	32.9	32.1	73	27.4	3.1	WNW	11.27	6.3	WNW	32.9	44.4	44.4	1004.6	0.00	0.0	0.000	0.606	27.5	51	16.5	27.8	9.32	1.1430	1328	3	100.0	60
06/09/26	14:00	33.1	33.7	32.8	70	26.9	3.6	WNW	12.87	7.6	W	33.1	43.8	43.8	1003.3	0.00	0.0	0.000	0.616	27.6	51	16.5	27.9	9.32	1.1411	1332	3	100.0	60
06/09/26	15:00	30.8	33.1	30.5	84	27.8	2.7	SSE	9.66	6.7	SW	30.8	41.6	41.6	1002.4	0.00	0.0	0.000	0.519	27.2	59	18.5	28.1	10.55	1.1385	1322	3	100.0	60
06/09/26	16:00	29.4	30.8	29.4	88	27.2	2.7	SE	9.66	5.8	SSE	29.4	38.2	38.2	1002.2	0.00	0.0	0.000	0.463	27.0	53	16.6	27.3	9.64	1.1419	1332	3	100.0	60
06/09/26	17:00	29.2	29.8	29.1	89	27.2	2.2	SSE	8.05	4.5	S	29.2	37.6	37.6	1001.7	0.00	0.0	0.000	0.451	27.1	55	17.3	27.6	9.85	1.1399	1329	3	100.0	60
06/09/26	18:00	29.7	29.8	29.2	87	27.3	2.2	S	8.05	5.4	SSW	29.7	38.9	38.9	1002.2	0.00	0.0	0.000	0.475	27.3	57	18.0	28.0	10.17	1.1388	1336	3	100.0	60
06/09/26	19:00	29.7	29.9	29.7	87	27.3	2.7	SSW	9.66	4.9	SSW	29.7	38.9	38.9	1003.4	0.00	0.0	0.000	0.475	27.4	50	16.1	27.7	9.12	1.1423	1327	3	100.0	60
06/09/26	20:00	29.5	29.8	29.4	87	27.1	1.8	SW	6.44	4.0	SW	29.5	38.2	38.2	1004.4	0.00	0.0	0.000	0.465	27.4	51	16.4	27.8	9.32	1.1430	1328	3	100.0	60
06/09/26	21:00	29.0	29.5	29.0	90	27.2	2.2	WSW	8.05	4.9	WSW	29.0	37.3	37.3	1005.3	0.00	0.0	0.000	0.444	27.4	51	16.4	27.8	9.32	1.1441	1331	3	100.0	60
06/09/26	22:00	28.4	29.1	28.4	91	26.8	2.2	WSW	8.05	5.4	WSW	28.4	35.7	35.7	1005.7	0.00	0.0	0.000	0.421	27.4	51	16.4	27.8	9.32	1.1445	1328	3	100.0	60
06/09/26	23:00	28.3	28.5	28.3	93	27.0	1.3	WSW	4.83	3.6	WSW	28.3	35.7	35.7	1006.2	0.00	0.0	0.000	0.414	27.5	52	16.8	27.9	9.42	1.1444	1321	3	100.0	60
07/09/26	00:00	28.1	28.3	28.1	95	27.2	0.4	W	1.61	1.3	WNW	28.1	35.6	35.6	1006.0	0.00	0.0	0.000	0.407	27.5	52	16.8	27.9	9.42	1.1441	1327	3	100.0	60
07/09/26	1:00	28.4	28.4	27.9	93	27.2	0.4	WNW	1.61	1.3	NW	28.4	36.2	36.2	1005.5	0.00	0.0	0.000	0.421	27.6	51	16.5	27.9	9.32	1.1437	1328	3	100.0	60
07/09/26	2:00	27.9	28.4	27.9	94	26.8	0.4	WNW	1.61	2.7	WNW	27.9	34.7	34.7	1005.6	0.00	0.0	0.000	0.398	27.5	51	16.5	27.8	9.32	1.1441	1329	3	100.0	60
07/09/26	3:00	27.9	28.0	27.8	93	26.7	1.8	W	6.44	4.5	W	27.9	34.7	34.7	1005.2	0.00	0.0	0.000	0.400	27.4	52	16.7	27.8	9.42	1.1438	1330	3	100.0	60
07/09/26	4:00	27.8	28.1	27.8	92	26.4	2.7	W	9.66	5.4	W	27.8	33.9	33.9	1004.7	0.00	0.0	0.000	0.394	27.4	52	16.7	27.8	9.42	1.1433	1329	3	100.0	60
07/09/26	5:00	27.3	27.8	27.3	94	26.3	1.3	WNW	4.83	4.0	W	27.3	33.1	33.1	1004.0	0.00	0.0	0.000	0.375	27.5	53	17.1	28.0	9.62	1.1414	1324	3	100.0	60
07/09/26	6:00	26.6	27.3	26.4	97	26.1	0.4	S	1.61	2.2	SSW	26.6	31.6	31.6	1003.6	0.00	0.0	0.000	0.345	27.6	53	17.2	28.1	9.62	1.1404	1327	3	100.0	60
07/09/26	7:00	26.7	27.0	26.6	97	26.2	0.0	SE	0.00	1.3	ESE	26.7	31.9	31.9	1004.1	0.00	0.0	0.000	0.350	27.2	61	19.0	28.3	10.95	1.1397	1323	3	100.0	60
07/09/26	8:00	26.7	26.8	26.5	97	26.2	0.4	SSW	1.61	1.8	S	26.7	31.9	31.9	1005.0	0.00	0.0	0.000	0.350	27.1	61	18.9	28.1	10.95	1.1412	1328	3	100.0	60
07/09/26	9:00	27.5	27.5	26.7	93	26.3	0.9	SSW	3.22	2.7	SSW	27.5	33.3	33.3	1005.7	0.00	0.0	0.000	0.382	27.2	59	18.5	28.1	10.55	1.1423	1334	3	100.0	60
07/09/26	10:00	28.7	28.8	27.5	89	26.7	0.9	SSW	3.22	3.1	SSW	28.7	36.2	36.2	1005.9	0.00	0.0	0.000	0.433	27.3	57	18.1	28.1	10.17	1.1428	1326	3	100.0	60
07/09/26	11:00	29.9	29.9	28.7	82	26.5	2.7	WSW	9.66	5.4	WSW	29.9	38.0	38.0	1006.0	0.00	0.0	0.000	0.481	27.3	59	18.6	28.3	10.55	1.1421	1323	3	100.0	60
07/09/26	12:00	30.5	30.5	29.8	78	26.2	2.7	WSW	9.66	4.9	WSW	30.5	38.7	38.7	1005.2	0.00	0.0	0.000	0.507	27.3	57	18.0	28.0	10.17	1.1423	1336	3	100.0	60
07/09/26	13:00	32.2	32.3	30.5	76	27.4	1.8	S	6.44	4.5	SSE	32.2	43.2	43.2	1004.3	0.00	0.0	0.000	0.576	27.2	49	15.5	27.2	8.93	1.1452	1332	3	100.0	60
07/09/26	14:00	32.9	32.9	32.1	70	26.7	2.2	SW	8.05	6.3	SW	32.9	43.1	43.1	1003.4	0.00	0.0	0.000	0.606	27.3	58	18.3	28.2	10.35	1.1395	1333	3	100.0	60
07/09/26	15:00	31.7	33.1	31.7	79	27.6	2.7	SSE	9.66	6.7	SSE	31.7	42.7	42.7	1002.5	0.00	0.0	0.000	0.556	27.1	49	15.5	27.2	8.93	1.1433	1329	3	100.0	60
07/09/26	16:00	33.0	33.0	31.2	74	27.7	3.1	SSE	11.27	9.4	S	33.0	45.2	45.2	1002.0	0.00	0.0	0.000	0.611	27.2	56	17.7	27.8	10.05	1.1393	1328	3	100.0	60
07/09/26	17:00	33.1	33.2	32.6	72	27.3	2.7	S	9.66	6.7	SSW	33.1	44.6	44.6	1001.4	0.00	0.0	0.000	0.613	27.1	52	16.4	27.4	9.43	1.1409	1332	3	100.0	60
07/09/26	18:00	31.4	33.1	31.4	77	26.9	2.7	WSW	9.66	5.8	S	31.4	41.1	41.1	1001.4	0.00	0.0	0.000	0.544	27.2	54	17.1	27.7	9.75	1.1395	1327	3	100.0	60
07/09/26	19:00	30.4	31.8	30.4	78	26.2	3.1	SSW	11.27	6.7	S	30.4	38.5	38.5	1002.5	0.00	0.0	0.000	0.505	27.7	50	16.3	27.9	9.11	1.1401	1297	3	99.6	60
07/09/26	20:00	29.3	30.4	29.3	81	25.7	1.8	S	6.44	4.0	S	29.3	35.9	35.9	1003.1	0.00	0.0	0.000	0.456	27.4	52	16.7	27.8	9.42	1.1414	1333	3	100.0	60
07/09/26	21:00	28.6	29.3	28.6	85	25.8	1.3	S	4.83	4.0	S	28.6	34.9	34.9	1004.2	0.00	0.0	0.000	0.428	27.6	52	16.8	28.0	9.42	1.1418	1333	3	100.0	60
07/09/26	22:00	28.3	28.7	28.3	90	26.5	1.8	SSW	6.44	4.0	SSW	28.3	34.9	34.9	1005.3	0.00	0.0	0.000	0.414	27.5	52	16.8	27.9	9.42	1.1433	1330	3	100.0	60
07/09/26	23:00	28.1	28.3	28.1	94	27.1	1.3	SSW	4.83	3.1	SSW	28.1	35.4	35.4	1005.5	0.00	0.0	0.000	0.407	27.5	51	16.5	27.8	9.32	1.1440	1331	3	100.0	60
08/09/26	00:00	28.2	28.2	28.1	96	27.5	1.3	SSW	4.83	4.5	S	28.2	36.2	36.2	1005.2	0.00	0.0	0.000	0.412	27.6	52	16.8	28.0	9.42	1.1430	1330	3	100.0	60
08/09/26	1:00	28.2	28.3	28.2	96	27.5	1.8	SSW	6.44	4.0	S	28.2	36.2	36.2	1004.6	0.00	0.0	0.000	0.412	27.4	53	17.0	27.9	9.62	1.1424	1332	3	100.0	60
08/09/26	2:00	28.2	28.3	28.2	94	27.1	1.8	SSW	6.44	4.0	SSW	28.2	35.6	35.6	1004.3	0.00	0.0	0.000	0.410	27.4	52	16.7	27.8	9.42	1.1427	1328	3	100.0	60
08/09/26	3:00	28.4	28.5	28.1	93	27.2	1.8	WSW	6.44	4.5	WSW	28.4	36.2	36.2	1003.5	0.00	0.0	0.000	0.421	27.4	52	16.7	27.8	9.42	1.1418	1327	3	100.0	60
08/09/26	4:00	28.2	28.5	28.2	90	26.4	1.8	WSW	6.44	4.0	W	28.2	34.8	34.8	1003.2	0.00	0.0	0.000	0.412	27.4	53	17.0	27.9	9.62	1.1408	1336	3	100.0	60
08/09/26	5:00	27.7	28.2	27.7	91	26.1	1.3	WSW	4.83	3.6	WSW	27.7	33.6	33.6	1003.0	0.00	0.0	0.000	0.391	27.4	53	17.0	27.9	9.62	1.1406	1328	3	100.0	60
08/09/26	6:00	27.5	27.7	27.5	92	26.1	1.3	WSW	4.83	2.7	W	27.5	33.1	33.1	1003.3	0.00	0.0	0.000	0.382	27.4	51	16.4	27.8	9.32	1.1417	1329	3	100.0	60
08/09/26	7:00	26.9	27.5	26.8	95	26.0	0.9	WSW	3.22	2.2	SW	26.9	32.0	32.0	1004.1	0.00	0.0	0.000	0.356	27.6	57	18.3	28.4	10.18	1.1396	1331	3	100.0	60
08/09/26	8:00	28.2	28.2	26.8	91	26.6	0.4	WNW	1.61	1.8	WSW	28.2	34.9	34.9	1004.4	0.00	0.0	0.000	0.410	27.2	59	18.5	28.1	10.55	1.1409	1323	3	100.0	60
08/09/26	9:00	29.3	29.3	28.2	89	27.3	2.2	SW	8.05	5.4	SW	29.3	37.9	37.9	1005.1	0.00	0.0	0.000	0.456	27.4	55	17.6	28.1	9.85	1.1421	1330	3	100.0	60
08/09/26	10:00	30.1	30.2	29.3	84	27.1	3.1	SW	11.27	5.8	SW	30.1	39.3	39.3	1005.5	0.00	0.0	0.000	0.491	27.5	58	18.5	28.4	10.35	1.1411	1332	3	100.0	60
08/09/26	11:00	31.2	31.2	30.1	78	26.9	2.7	WSW	9.66	5.8	WNW	31.2	40.7	40.7	1005.3	0.00	0.0	0.000	0.535	27.4	55	17.5	28.0	9.85	1.1426	1324	3	100.0	60
08/09/26	12:00	32.2	32.2	31.2	76	27.4	3.1	W	11.27	7.2	WSW	32.2	43.2	43.2	1004.8	0.00	0.0	0.000	0.576	27.4	52	16.7	27.8	9.42	1.1431	1330	3	100.0	60
08/09/26	13:00	32.9	33.1	31.7	73	27.5	3.1	W	11.27	6.3	WSW	32.9	44.6	44.6	1003.9	0.00	0.0	0.000	0.609	27.6	49	15.9	27.7	8.92	1.1427	1324	3	100.0	60
08/09/26	14:00	33.0	33.6	32.8	75	28.0	3.6	W	12.87	6.7	WSW	33.0	45.7	45.7	1002.8	0.00	0.0	0.000	0.611	27.4	50	16.1	27.7	9.12	1.1416	1326	3	100.0	60
08/09/26	15:00	32.3	33.0	32.3	75	27.3	4.9	W	17.70	8.5	W	32.3	43.4	43.3	1001.8	0.00	0.0	0.000	0.583	27.2	55	17.4	27.8	9.85	1.1395	1332	3	100.0	60
08/09/26	16:00	32.8	33.3	32.2	73	27.4	4.5	WSW	16.09	7.6	WSW	32.8	44.2	44.2	1001.4	0.00	0.0	0.000	0.604	27.3	51	16.3	27.6	9.33	1.1401	1331	3	100.0	60
08/09/26	17:00	31.8	32.8	31.8	77	27.3	3.6	WSW	12.87	7.2	WSW	31.8	42.6	42.6	1001.2	0.00	0.0	0.000	0.563	27.4	53	17.0	27.8	9.62	1.1387	1328	3	100.0	60
08/09/26	18:00	31.6	31.9	31.6	76	26.8	3.6	WSW	12.87	6.7	WSW	31.6	41.3	41.3	1001.3	0.00	0.0	0.000	0.551	27.4	53	17.0	27.9	9.62	1.1385	1338	3	100.0	60
08/09/26	19:00	30.2	31.6	30.2	83	27.0	4.0	WSW	14.48	7.6	WSW	29.9	39.2	38.9	1002.3	0.00	0.0	0.000	0.493	27.7	56	18.1	28.5	10.05	1.1371	1332	3	100.0	60
08/09/26	20:00	29.4	30.2	29.4	86	26.9	4.0	WSW	14.48	7.2	WSW	29.1	37.7	37.4	1002.4	0.00	0.0	0.000	0.463	27.4	49	15.7	27.5	8.92	1.1419	1332	3	100.0	60
08/09/26	21:00	29.0	29.5	28.9	90	27.2	2.7	WSW	9.66	4.9	W	29.0	37.3	37.3	1004.1	0.00	0.0	0.000	0.444	27.4	52	16.7	27.8	9.42	1.1422	1327	3	100.0	60
08/09/26	22:00	28.4	29.0	28.4	94	27.3	1.8	SSW	6.44	4.0	SSW	28.4	36.3	36.3	1004.9	0.00	0.0	0.000	0.419	27.5	52	16.8	27.9	9.42	1.1429	1331	3	100.0	60
08/09/26	23:00	28.4	28.4	28.3	94	27.3	0.4	SSW	1.61	2.7	SSW	28.4	36.3	36.3	1004.4	0.00	0.0	0.000	0.419	27.5	51	16.5	27.8	9.32	1.1428	1328	3	100.0	60
09/09/26	00:00	27.7	28.4	27.7	96	27.0	0.4	SW	1.61	1.8	SW	27.7	34.4	34.4	1003.7	0.00	0.0	0.000	0.389	27.5	50	16.1	27.7	9.12	1.1424	1328	3	100.0	60
09/09/26	1:00	27.8	27.8	27.6	94	26.8	1.3	SW	4.83	3.6	WSW	27.8	34.5	34.5	1003.7	0.00	0.0	0.000	0.396	27.5	52	16.8	27.9	9.42	1.1415	1328	3	100.0	60
09/09/26	2:00	27.6	27.9	27.5	94	26.5	1.3	SW	4.83	3.6	W	27.6	33.7	33.7	1003.2	0.00	0.0	0.000	0.384	27.4	54	17.3	27.9	9.75	1.1406	1331	3	100.0	60
09/09/26	3:00	27.8	27.8	27.4	93	26.5	2.7	WSW	9.66	5.4	WSW	27.8	34.1	34.1	1003.0	0.00	0.0	0.000	0.394	27.3	53	16.9	27.8	9.63	1.1411	1327	3	100.0	60
09/09/26	4:00	27.8	27.9	27.8	92	26.4	2.7	WSW	9.66	5.4	WSW	27.8	34.1	34.1	1002.8	0.00	0.0	0.000	0.396	27.2	54	17.1	27.7	9.75	1.1411	1320	3	100.0	60
09/09/26	5:00	27.1	27.8	27.1	94	26.1	0.4	WSW	1.61	1.8	WSW	27.1	32.4	32.4	1002.8	0.00	0.0	0.000	0.366	27.3	53	16.9	27.8	9.63	1.1410	1330	3	100.0	60
09/09/26	6:00	26.8	27.1	26.8	95	25.9	0.0	---	0.00	0.0	---	26.8	31.7	31.7	1002.7	0.00	0.0	0.000	0.352	27.5	52	16.8	27.9	9.42	1.1404	1332	3	100.0	60
09/09/26	7:00	26.5	26.8	26.3	97	26.0	0.0	---	0.00	0.0	---	26.5	31.3	31.3	1002.7	0.00	0.0	0.000	0.340	27.5	52	16.8	27.9	9.42	1.1404	1329	3	100.0	60
09/09/26	8:00	27.3	27.3	26.2	94	26.2	0.4	WSW	1.61	2.7	W	27.3	32.9	32.9	1003.3	0.00	0.0	0.000	0.373	27.2	60	18.7	28.1	10.75	1.1394	1328	3	100.0	60
09/09/26	9:00	28.8	28.8	27.3	88	26.6	2.2	WSW	8.05	5.8	W	28.8	36.1	36.1	1004.3	0.00	0.0	0.000	0.435	27.3	58	18.3	28.2	10.35	1.1405	1325	3	100.0	60
09/09/26	10:00	29.7	29.7	28.8	85	26.9	2.2	W	8.05	4.0	WNW	29.7	38.3	38.3	1004.9	0.00	0.0	0.000	0.475	27.5	54	17.4	28.1	9.75	1.1420	1333	3	100.0	60
09/09/26	11:00	30.6	30.6	29.7	79	26.6	2.7	W	9.66	5.4	W	30.6	39.3	39.3	1004.8	0.00	0.0	0.000	0.512	27.6	57	18.3	28.4	10.18	1.1404	1323	3	100.0	60
09/09/26	12:00	31.8	31.8	30.6	74	26.6	4.0	W	14.48	7.2	W	31.8	41.4	41.3	1004.4	0.00	0.0	0.000	0.563	27.4	50	16.1	27.7	9.12	1.1435	1333	3	100.0	60
09/09/26	13:00	31.7	32.1	31.7	74	26.5	4.5	W	16.09	7.6	WSW	31.6	41.1	40.9	1003.8	0.00	0.0	0.000	0.558	27.4	54	17.3	27.9	9.75	1.1413	1332	3	100.0	60
09/09/26	14:00	32.4	32.6	31.7	73	27.0	3.6	W	12.87	6.7	WSW	32.4	42.9	42.9	1002.5	0.00	0.0	0.000	0.588	27.4	50	16.1	27.7	9.12	1.1413	1327	3	100.0	60
09/09/26	15:00	32.6	32.8	32.4	72	26.9	4.5	WSW	16.09	8.5	SW	32.6	43.1	43.1	1001.6	0.00	0.0	0.000	0.595	27.4	53	17.0	27.8	9.62	1.1392	1326	3	100.0	60
09/09/26	16:00	32.8	33.1	32.6	72	27.1	4.5	W	16.09	8.0	W	32.8	43.6	43.6	1000.5	0.00	0.0	0.000	0.602	27.5	52	16.8	27.9	9.42	1.1378	1331	3	100.0	60
09/09/26	17:00	32.7	32.9	32.6	74	27.4	4.0	W	14.48	7.2	W	32.7	44.1	44.1	999.8	0.00	0.0	0.000	0.597	27.4	52	16.7	27.8	9.42	1.1376	1332	3	100.0	60
09/09/26	18:00	31.9	32.7	31.9	73	26.5	3.6	WSW	12.87	7.2	W	31.9	41.4	41.4	1000.2	0.00	0.0	0.000	0.567	27.2	52	16.5	27.6	9.43	1.1389	1333	3	100.0	60
09/09/26	19:00	31.3	31.9	31.3	77	26.8	3.1	W	11.27	5.4	W	31.3	40.7	40.7	1000.6	0.00	0.0	0.000	0.539	27.2	52	16.5	27.6	9.43	1.1393	1329	3	100.0	60
09/09/26	20:00	30.4	31.3	30.4	81	26.8	1.3	WSW	4.83	3.1	WNW	30.4	39.4	39.4	1001.8	0.00	0.0	0.000	0.505	27.6	48	15.6	27.6	8.82	1.1408	1327	3	100.0	60
09/09/26	21:00	29.0	30.5	29.0	88	26.8	2.7	SW	9.66	6.3	SSW	29.0	36.8	36.8	1002.8	0.00	0.0	0.000	0.444	27.3	52	16.6	27.7	9.43	1.1413	1328	3	100.0	60
09/09/26	22:00	28.6	29.1	28.6	91	27.0	1.8	SSW	6.44	4.5	SW	28.6	36.3	36.3	1004.1	0.00	0.0	0.000	0.428	27.4	52	16.7	27.8	9.42	1.1422	1323	3	100.0	60
09/09/26	23:00	28.2	28.6	28.2	93	27.0	1.3	S	4.83	3.6	S	28.2	35.5	35.5	1004.2	0.00	0.0	0.000	0.412	27.4	51	16.4	27.7	9.32	1.1431	1333	3	100.0	60
10/09/26	00:00	28.1	28.3	28.1	95	27.2	0.9	SSW	3.22	2.2	SSW	28.1	35.4	35.4	1003.6	0.00	0.0	0.000	0.405	27.5	51	16.5	27.8	9.32	1.1419	1328	3	100.0	60
10/09/26	1:00	27.7	28.1	27.7	96	27.0	0.9	SSW	3.22	2.2	SSW	27.7	34.4	34.4	1003.3	0.00	0.0	0.000	0.389	27.5	52	16.8	27.9	9.42	1.1410	1328	3	100.0	60
10/09/26	2:00	27.5	27.7	27.5	97	27.0	0.9	SSW	3.22	2.2	SSW	27.5	34.2	34.2	1002.9	0.00	0.0	0.000	0.382	27.4	51	16.4	27.8	9.32	1.1413	1331	3	100.0	60
10/09/26	3:00	27.3	27.5	27.3	97	26.8	0.4	SW	1.61	1.8	SSW	27.3	33.7	33.7	1002.9	0.00	0.0	0.000	0.375	27.4	52	16.7	27.8	9.42	1.1408	1334	3	100.0	60
10/09/26	4:00	27.2	27.5	27.1	96	26.5	0.9	SSW	3.22	2.7	SSW	27.2	33.1	33.1	1002.2	0.00	0.0	0.000	0.370	27.5	53	17.1	28.0	9.62	1.1394	1316	3	100.0	60
10/09/26	5:00	27.2	27.4	27.2	96	26.5	1.3	SW	4.83	3.1	WSW	27.2	33.1	33.1	1001.9	0.00	0.0	0.000	0.370	27.4	52	16.7	27.8	9.42	1.1397	1332	3	100.0	60
10/09/26	6:00	27.1	27.3	27.0	97	26.5	0.4	SW	1.61	1.8	W	27.1	32.8	32.8	1002.1	0.00	0.0	0.000	0.363	27.4	52	16.7	27.8	9.42	1.1402	1328	3	100.0	60
10/09/26	7:00	27.2	27.3	27.0	96	26.5	0.0	SSW	0.00	0.9	SE	27.2	33.1	33.1	1002.1	0.00	0.0	0.000	0.370	27.4	51	16.4	27.8	9.32	1.1404	1325	3	100.0	60
10/09/26	8:00	27.0	27.4	27.0	98	26.7	0.0	---	0.00	0.0	---	27.0	32.8	32.8	1003.1	0.00	0.0	0.000	0.361	27.3	59	18.6	28.3	10.55	1.1387	1329	3	100.0	60
10/09/26	9:00	27.8	27.8	26.9	95	27.0	0.4	ESE	1.61	1.3	E	27.8	34.7	34.7	1004.3	0.00	0.0	0.000	0.396	27.2	59	18.5	28.0	10.55	1.1410	1328	3	100.0	60
10/09/26	10:00	28.8	28.8	27.8	91	27.2	0.0	ENE	0.00	1.3	ENE	28.8	37.0	37.0	1004.7	0.00	0.0	0.000	0.438	27.2	58	18.2	27.9	10.35	1.1419	1322	3	100.0	60
10/09/26	11:00	29.6	29.8	28.8	83	26.4	0.9	W	3.22	4.5	W	29.6	37.3	37.3	1004.7	0.00	0.0	0.000	0.468	27.4	55	17.5	28.0	9.85	1.1419	1330	3	100.0	60
10/09/26	12:00	30.8	30.8	29.5	81	27.1	2.2	NNW	8.05	5.8	NW	30.8	40.5	40.5	1004.6	0.00	0.0	0.000	0.519	27.4	54	17.3	28.0	9.75	1.1420	1329	3	100.0	60
10/09/26	13:00	32.1	32.1	30.8	76	27.3	3.6	WNW	12.87	7.2	WNW	32.1	42.9	42.9	1003.2	0.00	0.0	0.000	0.572	27.5	49	15.8	27.7	8.92	1.1422	1332	3	100.0	60
10/09/26	14:00	32.3	32.5	32.1	72	26.6	4.0	WNW	14.48	7.6	W	32.3	42.1	42.1	1002.0	0.00	0.0	0.000	0.581	27.3	54	17.2	27.8	9.75	1.1396	1335	3	100.0	60
10/09/26	15:00	32.4	32.6	32.2	72	26.7	4.0	NW	14.48	7.6	W	32.4	42.6	42.6	1001.2	0.00	0.0	0.000	0.588	27.4	50	16.1	27.7	9.12	1.1397	1325	3	100.0	60
10/09/26	16:00	32.4	32.7	32.3	69	26.0	3.6	WNW	12.87	7.2	WNW	32.4	41.4	41.4	1000.2	0.00	0.0	0.000	0.588	27.4	49	15.8	27.6	8.92	1.1390	1331	3	100.0	60
10/09/26	17:00	32.2	32.7	32.2	74	26.9	2.7	WNW	9.66	5.4	WNW	32.2	42.4	42.4	999.9	0.00	0.0	0.000	0.576	27.4	51	16.4	27.7	9.32	1.1381	1332	3	100.0	60
10/09/26	18:00	30.0	32.2	30.0	86	27.4	2.2	NW	8.05	7.2	ENE	30.0	39.5	39.5	1000.5	0.00	0.0	0.000	0.486	27.2	52	16.5	27.6	9.43	1.1392	1324	3	100.0	60
10/09/26	19:00	26.5	29.9	26.4	96	25.8	3.1	E	11.27	6.3	NE	26.5	31.1	31.1	1002.0	0.20	0.0	0.000	0.340	27.2	56	17.6	27.8	10.05	1.1395	1326	3	100.0	60
10/09/26	20:00	26.1	26.5	26.1	97	25.6	1.8	ENE	6.44	3.6	ENE	26.1	30.2	30.2	1002.7	0.20	0.0	0.000	0.324	27.4	58	18.4	28.3	10.35	1.1381	1336	3	100.0	60
10/09/26	21:00	26.6	26.6	26.1	97	26.0	0.9	E	3.22	2.7	E	26.6	31.4	31.4	1003.3	0.00	0.0	0.000	0.343	27.7	53	17.3	28.3	9.61	1.1395	1287	3	98.8	60
10/09/26	22:00	26.7	26.7	26.4	97	26.2	0.0	NE	0.00	1.3	NE	26.7	31.7	31.7	1004.4	0.00	0.0	0.000	0.347	27.5	52	16.8	27.9	9.42	1.1423	1306	3	100.0	60
10/09/26	23:00	26.4	26.7	26.4	97	25.9	1.3	WNW	4.83	7.2	W	26.4	31.1	31.1	1005.9	0.00	0.0	0.000	0.338	27.4	54	17.3	28.0	9.75	1.1435	1327	3	100.0	60
11/09/26	00:00	24.5	26.5	24.5	97	24.0	3.6	WNW	12.87	7.2	WNW	24.2	26.8	26.5	1005.8	0.20	0.0	0.000	0.257	27.3	57	18.1	28.1	10.17	1.1427	1327	3	100.0	60
11/09/26	1:00	25.2	25.2	24.5	98	24.8	0.9	ENE	3.22	4.0	NNW	25.2	28.2	28.2	1005.2	0.20	0.0	0.000	0.285	27.5	57	18.2	28.3	10.18	1.1411	1332	3	100.0	60
11/09/26	2:00	25.2	25.3	25.1	99	25.0	1.3	W	4.83	3.1	WSW	25.2	28.3	28.3	1004.9	0.80	1.0	0.000	0.285	27.4	55	17.5	28.0	9.85	1.1423	1332	3	100.0	60
